300	0.00318
301	0.00411
302	0.00651
303	0.00856
304	0.01254
305	0.01727
306	0.02412
307	0.03072
308	0.04089
309	0.05313
310	0.06616
311	0.08207
312	0.09966
313	0.11840
314	0.13702
315	0.15736
316	0.17632
317	0.19845
318	0.21808
319	0.23960
320	0.25830
321	0.28095
322	0.30066
323	0.32968
324	0.35778
325	0.39149
326	0.42758
327	0.46169
328	0.49271
329	0.52034
330	0.53820
331	0.55533
332	0.56228
333	0.57232
334	0.57041
335	0.57604
336	0.57607
337	0.58145
338	0.59222
339	0.60445
340	0.61675
341	0.63139
342	0.63954
343	0.64456
344	0.64471
345	0.64601
346	0.64904
347	0.65904
348	0.66559
349	0.67188
350	0.69194
351	0.70977
352	0.73121
353	0.74450
354	0.75430
355	0.75643
356	0.75053
357	0.74279
358	0.73320
359	0.73315
360	0.74121
361	0.75805
362	0.78557
363	0.81718
364	0.85594
365	0.89491
366	0.92979
367	0.96055
368	0.98224
369	0.99694
370	0.99377
371	0.98529
372	0.97022
373	0.95911
374	0.95230
375	0.96080
376	0.98097
377	1.00721
378	1.03105
379	1.04075
380	1.02857
381	1.00548
382	0.97075
383	0.93776
384	0.91774
385	0.91723
386	0.93542
387	0.96761
388	1.00838
389	1.04708
390	1.06933
391	1.08089
392	1.08169
393	1.07131
394	1.06218
395	1.07742
396	1.12219
397	1.19571
398	1.30020
399	1.42587
400	1.54715
401	1.65460
402	1.74004
403	1.79659
404	1.82705
405	1.83699
406	1.84458
407	1.85151
408	1.86356
409	1.87907
410	1.91005
411	1.94495
412	1.97447
413	2.00620
414	2.02593
415	2.04540
416	2.05485
417	2.06118
418	2.06263
419	2.05461
420	2.05775
421	2.06265
422	2.06649
423	2.06397
424	2.06353
425	2.05347
426	2.03623
427	2.00567
428	1.97781
429	1.95015
430	1.93924
431	1.94339
432	1.97462
433	2.02227
434	2.08644
435	2.14688
436	2.20466
437	2.24369
438	2.27446
439	2.30607
440	2.34222
441	2.38035
442	2.42861
443	2.47225
444	2.51383
445	2.55632
446	2.59562
447	2.62872
448	2.67467
449	2.71442
450	2.75319
451	2.78118
452	2.80586
453	2.82229
454	2.83080
455	2.84274
456	2.86080
457	2.88274
458	2.90896
459	2.93219
460	2.95473
461	2.97849
462	2.99384
463	3.00612
464	3.01417
465	3.01250
466	3.01275
467	3.00750
468	3.00885
469	3.01450
470	3.02839
471	3.04665
472	3.06890
473	3.08568
474	3.10686
475	3.12334
476	3.14226
477	3.16042
478	3.18183
479	3.20330
480	3.21360
481	3.22552
482	3.21571
483	3.18564
484	3.14935
485	3.10639
486	3.07339
487	3.05773
488	3.06156
489	3.08500
490	3.11835
491	3.15590
492	3.18865
493	3.21739
494	3.23713
495	3.25113
496	3.26184
497	3.26468
498	3.26168
499	3.24528
500	3.23047
501	3.22060
502	3.21695
503	3.22631
504	3.24241
505	3.26404
506	3.28489
507	3.31172
508	3.32292
509	3.33415
510	3.33729
511	3.33443
512	3.32084
513	3.30331
514	3.27323
515	3.22966
516	3.19668
517	3.17132
518	3.16447
519	3.17361
520	3.19885
521	3.23811
522	3.28752
523	3.32486
524	3.34786
525	3.36434
526	3.36811
527	3.37628
528	3.39019
529	3.41032
530	3.43537
531	3.45695
532	3.47280
533	3.48779
534	3.49612
535	3.50356
536	3.50966
537	3.51127
538	3.51151
539	3.51218
540	3.51148
541	3.51346
542	3.51905
543	3.53326
544	3.55022
545	3.56996
546	3.58107
547	3.59449
548	3.60198
549	3.61222
550	3.61926
551	3.62492
552	3.63058
553	3.63808
554	3.63771
555	3.63500
556	3.62668
557	3.61551
558	3.60614
559	3.58783
560	3.58208
561	3.58426
562	3.58501
563	3.58809
564	3.59494
565	3.59564
566	3.59254
567	3.58467
568	3.58435
569	3.58352
570	3.57839
571	3.57607
572	3.58664
573	3.59147
574	3.59534
575	3.60160
576	3.60498
577	3.60979
578	3.61653
579	3.63489
580	3.64844
581	3.67901
582	3.70237
583	3.72579
584	3.73609
585	3.73613
586	3.72341
587	3.70425
588	3.68057
589	3.66320
590	3.65314
591	3.66279
592	3.67839
593	3.69452
594	3.71317
595	3.72489
596	3.73264
597	3.73441
598	3.73317
599	3.73591
600	3.73312
601	3.73432
602	3.73952
603	3.74573
604	3.75952
605	3.77232
606	3.78109
607	3.77566
608	3.78442
609	3.77231
610	3.76321
611	3.76019
612	3.74741
613	3.73611
614	3.73656
615	3.73031
616	3.73843
617	3.74347
618	3.75780
619	3.76699
620	3.77774
621	3.78643
622	3.78421
623	3.77258
624	3.75934
625	3.74029
626	3.72220
627	3.70613
628	3.70574
629	3.69061
630	3.69595
631	3.70815
632	3.72618
633	3.74318
634	3.77401
635	3.79217
636	3.82313
637	3.84245
638	3.85488
639	3.86146
640	3.86911
641	3.87783
642	3.87798
643	3.87596
644	3.87875
645	3.88100
646	3.87676
647	3.88222
648	3.87251
649	3.86872
650	3.87034
651	3.87085
652	3.86371
653	3.84398
654	3.81433
655	3.78951
656	3.76513
657	3.76263
658	3.78596
659	3.82311
660	3.86974
661	3.91760
662	3.96226
663	3.98432
664	4.00587
665	4.00579
666	4.01515
667	4.01784
668	4.01549
669	4.01646
670	4.02359
671	4.02118
672	4.02773
673	4.02979
674	4.02733
675	4.02766
676	4.03589
677	4.03733
678	4.04783
679	4.02996
680	4.03078
681	4.01792
682	3.99645
683	3.94693
684	3.85837
685	3.75464
686	3.63339
687	3.51808
688	3.44499
689	3.41544
690	3.43135
691	3.49987
692	3.58881
693	3.68668
694	3.76742
695	3.83559
696	3.88475
697	3.90781
698	3.92100
699	3.92428
700	3.93458
701	3.92731
702	3.93115
703	3.93792
704	3.95118
705	3.96857
706	3.98306
707	3.99756
708	3.99789
709	4.00946
710	4.01037
711	4.00592
712	3.99250
713	3.97248
714	3.93687
715	3.88381
716	3.80665
717	3.73045
718	3.66423
719	3.61464
