720	3.59258
721	3.59516
722	3.60920
723	3.62991
724	3.64098
725	3.65147
726	3.65165
727	3.65425
728	3.66110
729	3.68319
730	3.71448
731	3.75624
732	3.80115
733	3.84066
734	3.88762
735	3.91688
736	3.93820
737	3.95156
738	3.95877
739	3.95240
740	3.96208
741	3.96434
742	3.97031
743	3.97379
744	3.99034
745	3.99321
746	3.99109
747	3.99831
748	3.99178
749	3.98961
750	3.98114
751	3.97138
752	3.96850
753	3.96055
754	3.94565
755	3.89723
756	3.77158
757	3.53863
758	3.20875
759	2.80691
760	2.43197
761	2.04267
762	1.82941
763	1.78844
764	1.92554
765	2.17874
766	2.55298
767	2.89869
768	3.21898
769	3.47837
770	3.65862
771	3.78325
772	3.85850
773	3.90614
774	3.92349
775	3.93504
776	3.94401
777	3.94714
778	3.94702
779	3.95014
780	3.95390
781	3.95767
782	3.95751
783	3.95275
784	3.95583
785	3.94578
786	3.93701
787	3.92886
788	3.91343
789	3.90125
790	3.88506
791	3.86420
792	3.84922
793	3.84148
794	3.84168
795	3.84320
796	3.84537
797	3.85153
798	3.85703
799	3.85853
800	3.85934
801	3.85479
802	3.85022
803	3.84092
804	3.84369
805	3.83972
806	3.84382
807	3.83037
808	3.82026
809	3.81417
810	3.78164
811	3.74767
812	3.69120
813	3.62914
814	3.56352
815	3.49500
816	3.43585
817	3.39977
818	3.37726
819	3.37249
820	3.37592
821	3.38553
822	3.40408
823	3.42680
824	3.45025
825	3.47444
826	3.49729
827	3.51466
828	3.52445
829	3.52732
830	3.52949
831	3.53235
832	3.55052
833	3.56801
834	3.59949
835	3.63172
836	3.65913
837	3.68730
838	3.70922
839	3.71996
840	3.72790
841	3.74359
842	3.74522
843	3.74544
844	3.74565
845	3.73526
846	3.72978
847	3.72002
848	3.69394
849	3.67274
850	3.63586
851	3.59176
852	3.54826
853	3.53603
854	3.52304
855	3.53074
856	3.55991
857	3.59344
858	3.63421
859	3.67507
860	3.69301
861	3.70234
862	3.68142
863	3.65106
864	3.61629
865	3.57999
866	3.56024
867	3.55130
868	3.55830
869	3.57693
870	3.59923
871	3.62375
872	3.64176
873	3.64885
874	3.64354
875	3.64405
876	3.64162
877	3.63258
878	3.62792
879	3.62397
880	3.62000
881	3.62043
882	3.62233
883	3.61831
884	3.61946
885	3.61689
886	3.61283
887	3.60356
888	3.60020
889	3.59683
890	3.58674
891	3.56023
892	3.52918
893	3.47342
894	3.40706
895	3.32932
896	3.23342
897	3.14255
898	3.06348
899	3.01278
900	2.99131
901	3.00518
902	3.04320
903	3.09186
904	3.12476
905	3.13956
906	3.12485
907	3.09267
908	3.03687
909	2.99919
910	2.97130
911	2.96314
912	2.96105
913	2.95743
914	2.95609
915	2.96162
916	2.97174
917	2.99722
918	3.03042
919	3.05907
920	3.08931
921	3.10884
922	3.11684
923	3.11096
924	3.09579
925	3.06512
926	3.00806
927	2.91832
928	2.78648
929	2.61087
930	2.39912
931	2.17911
932	1.97110
933	1.79227
934	1.66224
935	1.59603
936	1.60164
937	1.66993
938	1.76816
939	1.87837
940	1.95109
941	1.99092
942	1.99067
943	1.96126
944	1.92388
945	1.89590
946	1.89079
947	1.90941
948	1.93996
949	1.96739
950	1.99487
951	2.01685
952	2.03409
953	2.05136
954	2.06867
955	2.08920
956	2.11536
957	2.15037
958	2.18786
959	2.23022
960	2.28150
961	2.33449
962	2.37873
963	2.43514
964	2.49085
965	2.57088
966	2.65026
967	2.73464
968	2.81434
969	2.87719
970	2.92314
971	2.93021
972	2.92348
973	2.89639
974	2.87413
975	2.86485
976	2.86045
977	2.87400
978	2.89901
979	2.93717
980	2.97457
981	3.00631
982	3.04631
983	3.07243
984	3.10681
985	3.12314
986	3.14115
987	3.15258
988	3.15908
989	3.17137
990	3.17375
991	3.16950
992	3.17685
993	3.17424
994	3.17827
995	3.16899
996	3.17384
997	3.16619
998	3.16102
999	3.15500
1000	3.14228
1001	3.13120
1002	3.09579
1003	3.07457
1004	3.05833
1005	3.04709
1006	3.04676
1007	3.04895
1008	3.05788
1009	3.06766
1010	3.07323
1011	3.07036
1012	3.06832
1013	3.06458
1014	3.05997
1015	3.05196
1016	3.04732
1017	3.04012
1018	3.03545
1019	3.02991
1020	3.01839
1021	3.01452
1022	3.00808
1023	2.99991
1024	2.99342
1025	2.98949
1026	2.98555
1027	2.98159
1028	2.97504
1029	2.96417
1030	2.95069
1031	2.94321
1032	2.92968
1033	2.92215
1034	2.90770
1035	2.89753
1036	2.88820
1037	2.88232
1038	2.87556
1039	2.87051
1040	2.86110
1041	2.85167
1042	2.84222
1043	2.83535
1044	2.82149
1045	2.80934
1046	2.79629
1047	2.78671
1048	2.77711
1049	2.77187
1050	2.76485
1051	2.75782
1052	2.74374
1053	2.73138
1054	2.71459
1055	2.70041
1056	2.68443
1057	2.66489
1058	2.63999
1059	2.62567
1060	2.60954
1061	2.59781
1062	2.59671
1063	2.59026
1064	2.58381
1065	2.56932
1066	2.55569
1067	2.54293
1068	2.53192
1069	2.52982
1070	2.52414
1071	2.52739
1072	2.52975
1073	2.53660
1074	2.54076
1075	2.53773
1076	2.53559
1077	2.52895
1078	2.52499
1079	2.50568
1080	2.49085
1081	2.48051
1082	2.46923
1083	2.45703
1084	2.44299
1085	2.43527
1086	2.42934
1087	2.42522
1088	2.42017
1089	2.41147
1090	2.40093
1091	2.38033
1092	2.36061
1093	2.33444
1094	2.30091
1095	2.28196
1096	2.26481
1097	2.24853
1098	2.23131
1099	2.21956
1100	2.20963
